ts,soc_tctl_C,igpu_edge_C,igpu_power_W
1781720166,43.1,40.0,21.01
1781720171,42.8,40.0,20.03
1781720176,43.0,40.0,19.06
1781720181,42.8,40.0,20.04
1781720186,42.4,40.0,20.02
1781720191,42.6,40.0,19.06
1781720196,42.2,39.0,19.08
1781720202,42.6,40.0,20.08
1781720207,42.5,40.0,19.09
1781720212,42.5,40.0,20.08
1781720217,42.5,40.0,19.05
1781720222,42.4,40.0,20.01
1781720227,42.1,40.0,19.08
1781720232,42.2,40.0,21.00
1781720237,42.1,40.0,20.01
1781720242,42.0,39.0,21.02
1781720247,42.1,40.0,19.09
1781720252,42.4,40.0,20.03
1781720257,42.8,40.0,19.09
1781720262,43.0,40.0,19.08
1781720267,43.4,41.0,20.05
1781720272,43.5,41.0,20.03
1781720277,44.0,41.0,20.03
1781720282,44.2,41.0,21.02
1781720287,44.2,42.0,21.01
1781720292,43.9,41.0,20.03
1781720297,44.0,41.0,20.06
1781720302,43.6,41.0,19.07
1781720307,43.6,41.0,20.05
1781720312,44.2,41.0,22.04
1781720317,43.2,41.0,20.02
1781720322,43.1,40.0,20.09
1781720327,42.9,40.0,19.03
1781720332,42.8,40.0,19.08
1781720337,42.6,40.0,19.05
1781720342,42.5,40.0,20.01
1781720347,42.4,40.0,19.09
1781720352,42.2,39.0,20.01
1781720357,42.5,39.0,19.10
1781720362,42.6,40.0,20.03
1781720367,42.2,39.0,20.04
1781720373,42.2,39.0,19.08
1781720378,42.1,39.0,19.10
1781720383,42.1,40.0,19.09
1781720388,42.1,39.0,20.03
1781720393,42.0,39.0,20.02
1781720398,41.9,39.0,20.05
1781720403,41.6,39.0,19.05
1781720408,41.8,39.0,19.07
1781720413,41.6,39.0,20.01
1781720418,41.4,39.0,20.00
1781720423,41.8,39.0,19.05
1781720428,41.8,39.0,19.10
1781720433,41.4,39.0,20.02
1781720438,41.5,39.0,20.01
1781720443,41.6,39.0,20.02
1781720448,41.5,39.0,20.09
1781720453,41.5,39.0,19.05
1781720458,41.4,39.0,20.02
1781720463,41.5,39.0,19.07
1781720468,41.6,39.0,21.08
1781720473,41.5,39.0,20.06
1781720478,41.6,39.0,21.00
1781720483,41.4,39.0,19.07
1781720488,41.6,39.0,19.10
1781720493,41.4,38.0,19.06
1781720498,41.2,39.0,20.00
1781720503,41.4,39.0,19.06
1781720508,41.1,38.0,19.07
1781720513,41.1,39.0,21.02
1781720518,41.2,39.0,20.04
1781720523,41.1,39.0,20.01
1781720528,41.4,38.0,20.02
1781720533,41.2,39.0,19.04
1781720538,41.2,39.0,19.04
1781720544,41.1,39.0,19.07
1781720549,41.1,39.0,19.04
1781720554,41.2,39.0,19.10
1781720559,41.2,39.0,19.08
1781720564,41.2,39.0,19.07
1781720569,41.8,39.0,20.01
1781720574,49.0,40.0,33.06
1781720579,61.0,41.0,33.08
1781720584,47.2,40.0,21.09
1781720589,43.8,41.0,21.02
1781720594,42.9,40.0,19.07
1781720599,42.8,40.0,20.01
1781720604,42.4,39.0,19.05
1781720609,42.4,40.0,20.03
1781720614,41.9,39.0,20.03
1781720619,41.8,39.0,20.05
1781720624,41.4,39.0,21.02
1781720629,41.6,39.0,20.05
1781720634,41.2,39.0,19.08
1781720639,41.2,39.0,19.07
1781720644,41.1,39.0,20.04
1781720649,40.9,38.0,19.06
1781720654,40.9,38.0,19.07
1781720659,40.8,38.0,19.03
1781720664,40.6,38.0,19.04
1781720669,40.5,38.0,19.09
1781720674,40.5,38.0,21.02
1781720679,40.5,38.0,20.02
1781720684,40.4,38.0,20.02
1781720689,40.4,38.0,20.04
1781720694,40.2,37.0,19.07
1781720699,40.2,38.0,19.09
1781720704,40.1,37.0,19.09
1781720709,40.2,38.0,19.09
1781720715,40.1,38.0,20.03
1781720720,40.2,38.0,21.09
1781720725,40.2,38.0,20.04
1781720730,40.4,38.0,20.09
1781720735,40.4,38.0,20.03
1781720740,41.0,39.0,20.03
1781720745,41.2,39.0,20.02
1781720750,41.8,39.0,20.04
1781720755,42.1,40.0,20.08
1781720760,42.5,40.0,20.01
1781720765,42.9,40.0,19.09
1781720770,43.4,40.0,22.03
1781720775,43.4,41.0,20.04
1781720780,43.8,41.0,19.09
1781720785,44.0,41.0,20.03
1781720790,44.0,42.0,20.06
1781720795,44.1,41.0,20.06
1781720800,43.9,41.0,19.05
1781720805,43.6,41.0,19.07
1781720810,43.8,40.0,21.09
1781720815,43.2,40.0,20.03
1781720820,43.1,40.0,20.02
1781720825,43.1,40.0,20.05
1781720830,42.9,40.0,20.05
1781720835,42.8,40.0,20.09
1781720840,42.8,40.0,22.03
1781720845,42.6,40.0,20.04
1781720850,47.1,40.0,26.05
1781720855,43.1,40.0,20.07
1781720860,42.6,40.0,20.02
1781720865,42.6,40.0,20.02
1781720870,42.1,40.0,19.09
1781720875,42.1,40.0,20.02
1781720881,42.0,40.0,20.05
1781720886,42.0,40.0,19.10
1781720891,42.0,39.0,20.06
1781720896,42.2,39.0,20.09
1781720901,42.2,40.0,20.01
1781720906,42.5,40.0,20.00
1781720911,42.9,40.0,20.05
1781720916,43.1,41.0,20.02
1781720921,43.4,41.0,19.04
1781720926,43.8,41.0,19.04
1781720931,43.8,41.0,19.07
1781720936,44.1,41.0,19.09
1781720941,44.1,41.0,19.09
1781720946,43.6,41.0,19.01
1781720951,43.8,41.0,19.07
1781720956,43.6,41.0,19.06
1781720961,43.5,40.0,20.06
1781720966,43.1,40.0,19.09
1781720971,43.0,40.0,19.08
1781720976,43.1,40.0,19.06
1781720981,43.0,40.0,19.05
1781720986,42.9,40.0,19.08
1781720991,42.8,40.0,19.10
1781720996,42.8,40.0,20.03
1781721001,42.6,40.0,21.07
1781721006,42.5,39.0,19.09
1781721011,42.1,39.0,19.01
1781721016,42.5,40.0,19.07
1781721021,42.2,40.0,19.08
1781721026,42.1,39.0,20.01
1781721031,42.0,39.0,19.05
1781721036,42.1,39.0,20.05
1781721041,42.0,39.0,19.10
1781721047,41.9,39.0,21.03
1781721052,41.6,39.0,19.01
1781721057,42.0,39.0,19.03
1781721062,41.8,39.0,19.08
1781721067,41.8,39.0,20.09
1781721072,41.6,39.0,19.05
1781721077,41.6,39.0,20.01
1781721082,41.6,39.0,20.04
1781721087,41.6,39.0,20.06
1781721092,41.5,39.0,19.07
1781721097,41.6,39.0,19.08
1781721102,41.2,39.0,19.02
1781721107,41.4,38.0,19.07
1781721112,41.2,39.0,19.02
1781721117,41.5,39.0,19.10
1781721122,41.5,39.0,19.09
1781721127,41.4,39.0,19.07
1781721132,41.8,39.0,20.05
1781721137,41.2,38.0,20.03
1781721142,41.2,38.0,19.02
1781721147,41.2,38.0,20.04
1781721152,41.2,39.0,20.01
1781721157,41.1,38.0,19.02
1781721162,41.1,38.0,19.06
1781721167,41.2,39.0,19.08
1781721172,41.1,38.0,20.00
1781721177,41.1,38.0,19.08
1781721182,41.1,39.0,19.09
1781721187,41.0,39.0,20.01
1781721192,41.1,39.0,20.02
1781721197,41.1,38.0,20.01
1781721202,41.2,39.0,19.08
1781721207,41.1,39.0,19.02
1781721213,41.6,39.0,21.02
1781721218,41.8,40.0,20.04
1781721223,42.4,40.0,20.02
1781721228,43.1,40.0,20.10
1781721233,43.0,40.0,19.05
1781721238,43.6,41.0,20.04
1781721243,43.5,41.0,19.02
1781721248,44.0,42.0,19.10
1781721253,44.1,41.0,21.05
1781721258,44.0,41.0,20.09
1781721263,44.0,41.0,22.07
1781721268,43.5,41.0,20.05
1781721273,43.2,41.0,20.06
1781721278,43.4,40.0,21.03
1781721283,43.1,40.0,21.08
1781721288,43.5,40.0,22.06
1781721293,42.9,40.0,19.07
1781721298,43.1,40.0,21.05
1781721303,42.6,40.0,20.07
1781721308,42.2,40.0,19.06
1781721313,42.6,40.0,20.05
1781721318,42.2,40.0,19.02
1781721323,42.2,40.0,19.03
1781721328,42.0,39.0,19.05
1781721333,42.0,39.0,19.07
1781721338,41.8,40.0,20.02
1781721343,42.0,39.0,21.05
1781721348,42.0,40.0,20.05
1781721353,42.0,40.0,21.02
1781721358,41.8,39.0,20.04
1781721363,41.8,39.0,19.06
1781721368,41.6,39.0,19.02
1781721373,41.8,39.0,19.09
1781721378,41.6,39.0,19.04
1781721384,41.5,39.0,19.06
1781721389,41.2,39.0,19.02
1781721394,41.4,39.0,19.03
1781721399,41.5,39.0,20.02
1781721404,41.5,39.0,21.03
1781721409,41.4,39.0,21.05
1781721414,41.5,38.0,19.10
1781721419,41.4,39.0,19.07
1781721424,41.4,39.0,19.07
1781721429,41.4,39.0,19.05
1781721434,41.6,39.0,20.05
1781721439,41.2,39.0,19.06
1781721444,41.5,39.0,19.09
1781721449,41.4,39.0,19.03
1781721454,41.4,39.0,19.07
1781721459,41.2,39.0,19.05
1781721464,41.2,39.0,20.03
1781721469,41.2,39.0,21.02
1781721474,41.2,39.0,20.05
1781721479,41.1,39.0,21.02
1781721484,41.4,39.0,20.02
1781721489,41.2,38.0,19.06
1781721494,41.1,39.0,20.06
1781721499,41.2,38.0,20.06
1781721504,41.5,39.0,24.06
1781721509,41.4,39.0,23.01
1781721514,41.5,39.0,22.00
1781721519,42.0,39.0,22.04
1781721524,42.0,40.0,22.02
1781721529,42.5,40.0,21.08
1781721534,42.6,41.0,22.08
1781721539,43.1,41.0,21.09
1781721544,43.4,41.0,21.06
1781721550,44.2,42.0,23.09
1781721555,44.1,41.0,22.01
1781721560,44.1,41.0,22.01
1781721565,44.1,41.0,21.07
1781721570,44.1,41.0,21.04
1781721575,43.8,41.0,21.05
1781721580,48.1,42.0,36.09
1781721585,45.9,41.0,21.09
1781721590,43.8,41.0,20.08
1781721595,43.5,40.0,20.02
1781721600,43.6,41.0,21.01
1781721605,43.2,40.0,19.08
1781721610,43.0,40.0,20.02
1781721615,43.0,40.0,21.01
1781721620,43.1,40.0,25.02
1781721625,42.8,40.0,22.08
1781721630,42.8,40.0,22.09
1781721635,43.2,41.0,24.08
1781721640,42.8,40.0,22.10
1781721645,41.8,40.0,16.08
1781721650,43.1,39.0,16.06
1781721655,40.5,39.0,11.03
1781721660,40.0,39.0,7.06
1781721665,39.8,39.0,7.05
1781721670,39.6,39.0,6.04
1781721675,39.8,38.0,6.08
1781721680,40.1,38.0,6.10
1781721685,40.0,38.0,6.06
1781721690,40.0,39.0,6.09
1781721695,40.0,38.0,6.06
1781721700,39.9,39.0,6.01
1781721705,40.1,39.0,6.10
1781721710,40.1,39.0,7.04
1781721716,40.4,39.0,7.01
1781721721,40.2,39.0,8.02
1781721726,40.4,39.0,6.08
1781721731,40.5,39.0,6.09
1781721736,40.4,39.0,6.07
1781721741,40.5,39.0,6.06
1781721746,40.6,39.0,6.07
1781721751,40.6,39.0,6.03
1781721756,40.8,39.0,6.05
1781721761,40.6,39.0,7.09
1781721766,40.6,40.0,6.03
1781721771,40.6,39.0,6.01
1781721776,40.4,39.0,6.01
1781721781,40.5,39.0,7.02
1781721786,40.6,39.0,7.01
1781721791,40.8,40.0,7.06
1781721796,40.8,40.0,6.06
1781721801,40.8,40.0,6.08
1781721806,40.8,40.0,7.04
1781721811,40.6,40.0,6.08
1781721816,40.9,40.0,6.10
1781721821,40.8,39.0,7.08
1781721826,40.8,39.0,6.09
1781721831,40.9,39.0,7.03
1781721836,41.0,40.0,7.01
1781721841,41.0,40.0,7.04
1781721846,41.0,40.0,7.01
1781721851,41.1,40.0,7.08
1781721856,41.1,40.0,8.09
1781721861,41.1,40.0,7.00
1781721866,41.1,40.0,7.01
1781721871,41.1,40.0,6.04
1781721877,41.1,40.0,6.09
1781721882,41.2,40.0,7.08
1781721887,41.1,40.0,6.01
1781721892,41.1,40.0,5.08
1781721897,41.1,40.0,6.05
1781721902,41.2,40.0,6.09
1781721907,41.2,40.0,6.00
1781721912,41.2,41.0,7.07
1781721917,41.2,40.0,6.03
1781721922,41.1,40.0,6.01
1781721927,41.2,40.0,6.08
1781721932,41.4,40.0,6.05
1781721937,41.4,40.0,6.01
1781721942,41.4,40.0,7.00
1781721947,41.4,40.0,5.08
1781721952,41.5,40.0,6.03
1781721957,41.4,40.0,5.08
1781721962,41.4,40.0,6.08
1781721967,41.4,40.0,6.02
1781721972,41.5,40.0,7.02
1781721977,41.5,40.0,6.02
1781721982,41.5,40.0,6.02
1781721987,41.5,40.0,6.03
1781721992,41.5,40.0,6.03
1781721997,41.6,40.0,6.04
1781722002,41.8,41.0,7.05
1781722007,41.8,40.0,6.01
1781722012,41.6,40.0,5.08
1781722017,41.6,40.0,6.04
1781722022,41.8,41.0,6.08
1781722027,41.8,40.0,6.04
1781722032,41.9,40.0,7.01
1781722037,41.8,40.0,6.08
1781722043,41.9,40.0,6.06
1781722048,42.0,40.0,7.02
1781722053,41.9,40.0,6.04
1781722058,41.8,41.0,6.00
1781722063,41.9,40.0,7.01
1781722068,42.0,40.0,6.03
1781722073,42.1,41.0,6.03
1781722078,42.0,40.0,6.03
1781722083,42.0,40.0,6.06
1781722088,42.0,40.0,5.08
1781722093,42.1,40.0,7.01
1781722098,42.1,40.0,6.05
1781722103,42.0,41.0,6.05
1781722108,42.0,41.0,6.06
1781722113,42.1,41.0,6.08
1781722118,42.1,40.0,6.04
1781722123,42.4,40.0,8.00
1781722128,42.2,41.0,6.02
1781722133,42.1,40.0,6.04
1781722138,42.0,41.0,6.03
1781722143,42.0,41.0,7.04
1781722148,50.6,43.0,34.02
1781722153,43.6,42.0,11.07
1781722158,43.0,42.0,11.07
1781722163,42.9,42.0,12.03
1781722168,42.4,41.0,11.07
1781722173,42.1,40.0,11.09
1781722178,41.8,40.0,13.02
1781722183,41.6,40.0,12.09
1781722188,41.2,40.0,12.02
1781722193,41.1,40.0,12.07
1781722198,40.9,40.0,13.01
1781722204,40.6,39.0,12.01
1781722209,40.5,39.0,11.02
1781722214,40.2,39.0,10.06
1781722219,39.9,38.0,9.03
1781722224,39.5,37.0,6.03
1781722229,39.1,37.0,6.03
1781722234,38.9,37.0,7.06
1781722239,38.6,37.0,6.06
1781722244,38.5,37.0,8.00
1781722249,38.5,37.0,10.09
1781722254,38.1,37.0,9.06
1781722259,38.0,37.0,9.04
1781722264,38.0,36.0,10.08
1781722269,38.2,36.0,12.05
1781722274,38.5,37.0,18.05
1781722279,38.6,37.0,18.07
1781722284,38.2,36.0,13.02
1781722289,38.4,37.0,14.06
1781722294,39.6,37.0,13.01
1781722299,38.1,37.0,12.00
1781722304,38.0,37.0,11.05
1781722309,38.1,37.0,11.07
1781722314,38.4,37.0,11.09
1781722319,38.6,37.0,12.06
1781722324,38.6,37.0,8.09
1781722329,38.6,37.0,8.00
1781722334,38.8,37.0,8.07
1781722339,38.8,38.0,8.04
1781722344,38.8,38.0,8.05
1781722349,38.9,38.0,7.07
1781722354,38.9,38.0,7.08
1781722359,39.0,38.0,8.00
1781722364,39.1,38.0,7.08
1781722370,39.2,38.0,7.05
1781722375,39.1,38.0,7.03
1781722380,39.4,38.0,8.01
1781722385,39.4,38.0,8.06
1781722390,39.5,38.0,10.08
1781722395,39.9,38.0,14.02
1781722400,39.8,39.0,9.07
1781722405,39.9,39.0,8.04
1781722410,39.9,39.0,9.02
1781722415,40.0,39.0,7.09
1781722420,40.1,39.0,8.05
1781722425,40.2,39.0,8.07
1781722430,40.2,39.0,8.06
1781722435,40.4,39.0,8.00
1781722440,40.4,39.0,8.04
1781722445,40.5,40.0,8.03
1781722450,40.6,40.0,8.01
1781722455,40.8,39.0,8.05
1781722460,40.9,39.0,8.01
1781722465,40.9,39.0,7.08
1781722470,41.0,40.0,8.09
1781722475,40.9,39.0,7.05
1781722480,41.1,40.0,8.01
1781722485,41.1,40.0,7.06
1781722490,41.0,40.0,7.03
1781722495,41.4,40.0,14.02
1781722500,41.5,40.0,13.02
1781722505,41.6,40.0,12.10
1781722510,41.8,40.0,11.08
1781722515,41.9,40.0,11.08
1781722520,41.9,41.0,11.09
1781722525,42.0,41.0,12.02
1781722530,42.2,41.0,12.00
1781722536,42.5,41.0,14.02
1781722541,42.6,41.0,11.10
1781722546,42.9,41.0,12.09
1781722551,42.9,41.0,12.09
1781722556,42.9,42.0,11.08
1781722561,43.1,42.0,11.07
1781722566,43.2,42.0,12.08
1781722571,43.4,42.0,11.10
1781722576,43.2,42.0,12.00
1781722581,43.2,42.0,14.04
1781722586,42.8,41.0,12.03
1781722591,42.4,41.0,13.01
1781722596,42.0,40.0,12.01
1781722601,41.6,40.0,12.00
1781722606,41.4,40.0,12.01
1781722611,41.2,40.0,12.08
1781722616,41.0,40.0,13.09
1781722621,40.6,39.0,12.07
1781722626,40.5,39.0,12.07
1781722631,40.2,39.0,12.02
1781722636,40.0,39.0,11.07
1781722641,39.8,39.0,12.03
1781722646,39.8,38.0,14.02
1781722651,55.8,40.0,29.10
1781722656,43.6,39.0,15.02
1781722661,40.1,39.0,12.04
1781722666,39.8,39.0,12.02
1781722671,39.5,38.0,13.03
1781722676,39.4,38.0,13.10
1781722681,39.1,38.0,13.01
1781722686,39.0,38.0,12.05
1781722691,38.9,38.0,13.06
1781722696,38.9,37.0,12.05
1781722702,38.5,37.0,7.06
1781722707,38.1,37.0,7.09
1781722712,37.9,37.0,7.05
1781722717,37.5,36.0,8.01
1781722722,37.5,36.0,7.08
1781722727,37.4,35.0,8.07
1781722732,37.2,36.0,9.03
1781722737,37.5,36.0,13.06
1781722742,37.4,36.0,12.10
1781722747,37.4,36.0,12.02
1781722752,37.2,36.0,11.00
1781722757,37.2,36.0,11.10
1781722762,37.0,35.0,8.01
1781722767,36.8,35.0,8.03
1781722772,36.8,35.0,8.05
1781722777,36.6,35.0,8.01
1781722782,36.4,35.0,8.00
1781722787,36.4,35.0,8.02
1781722792,36.4,35.0,8.03
1781722797,36.4,34.0,8.02
1781722802,36.1,35.0,8.04
1781722807,35.9,35.0,7.09
1781722812,36.0,34.0,8.08
1781722817,35.8,34.0,8.08
1781722822,35.9,34.0,7.08
1781722827,35.8,34.0,8.03
1781722832,35.5,34.0,8.04
1781722837,35.5,34.0,8.03
1781722842,35.6,33.0,8.04
1781722847,35.5,34.0,8.08
1781722852,35.4,34.0,11.04
1781722857,35.4,34.0,9.00
1781722863,35.5,34.0,13.00
1781722868,35.5,34.0,10.09
1781722873,35.5,34.0,15.07
1781722878,35.9,35.0,16.02
1781722883,36.0,34.0,16.02
1781722888,35.8,34.0,11.02
1781722893,36.0,34.0,12.05
1781722898,36.0,35.0,16.01
1781722903,35.8,34.0,9.08
1781722908,35.9,35.0,12.00
1781722913,35.9,34.0,12.02
1781722918,35.9,35.0,14.01
1781722923,36.1,35.0,12.06
1781722928,36.1,34.0,12.07
1781722933,36.1,35.0,12.03
1781722938,36.2,35.0,12.01
1781722943,36.2,35.0,11.08
1781722948,36.5,35.0,11.05
1781722953,36.6,35.0,11.03
1781722958,36.8,36.0,11.03
1781722963,37.0,36.0,15.02
1781722968,37.4,36.0,12.09
1781722973,37.5,36.0,12.00
1781722978,37.6,36.0,11.01
1781722983,37.6,37.0,11.09
1781722988,37.9,37.0,13.02
1781722993,38.2,37.0,16.08
1781722998,38.4,37.0,12.05
1781723003,38.8,38.0,14.06
1781723008,38.8,37.0,12.01
1781723013,39.4,38.0,15.04
1781723018,39.4,38.0,15.06
1781723023,39.6,39.0,14.08
1781723029,40.0,38.0,14.03
1781723034,40.1,39.0,14.06
1781723039,40.1,39.0,11.04
1781723044,40.2,39.0,13.06
1781723049,40.8,40.0,15.04
1781723054,40.9,40.0,13.02
1781723059,41.1,40.0,12.10
1781723064,41.4,40.0,14.08
1781723069,41.4,40.0,14.07
1781723074,41.6,40.0,14.08
1781723079,41.9,41.0,14.09
1781723084,41.9,41.0,13.07
1781723089,42.0,41.0,14.00
1781723094,42.1,41.0,13.09
1781723099,42.5,41.0,14.04
1781723104,42.5,40.0,12.03
1781723109,42.5,41.0,11.08
1781723114,42.8,41.0,11.10
1781723119,42.8,41.0,12.01
1781723124,42.9,41.0,11.07
1781723129,42.9,41.0,12.08
1781723134,43.0,41.0,11.06
1781723139,42.9,42.0,11.09
1781723144,43.1,42.0,12.01
1781723149,43.5,42.0,12.04
1781723154,43.5,42.0,11.09
1781723159,43.4,42.0,12.05
1781723164,43.1,41.0,12.02
1781723169,42.8,41.0,12.05
1781723174,42.2,40.0,12.01
1781723179,41.9,40.0,12.04
1781723184,41.6,40.0,11.09
1781723190,41.2,40.0,12.07
1781723195,40.9,40.0,11.05
1781723200,40.6,40.0,12.02
1781723205,40.4,39.0,11.08
1781723210,40.2,39.0,11.09
1781723215,39.9,39.0,11.04
1781723220,39.8,38.0,11.04
1781723225,39.8,39.0,12.06
1781723230,39.4,39.0,12.05
1781723235,39.4,38.0,12.05
1781723240,39.2,38.0,14.08
1781723245,39.1,38.0,14.06
1781723250,39.1,38.0,13.05
1781723255,38.9,38.0,13.01
1781723260,38.8,38.0,12.07
1781723265,38.8,38.0,13.02
1781723270,38.6,37.0,13.01
1781723275,38.4,37.0,9.01
1781723280,38.1,37.0,9.06
1781723285,38.1,37.0,8.04
1781723290,37.9,36.0,9.01
1781723295,37.6,36.0,8.09
1781723300,37.5,36.0,8.08
1781723305,37.2,36.0,8.02
1781723310,37.1,36.0,8.04
1781723315,37.0,36.0,7.09
1781723320,37.0,36.0,8.06
1781723325,36.8,35.0,9.01
1781723330,36.6,35.0,8.08
1781723335,36.6,35.0,8.09
1781723340,36.6,35.0,9.04
1781723345,36.6,35.0,8.07
1781723351,36.4,35.0,8.02
1781723356,36.5,34.0,8.00
1781723361,36.4,35.0,8.05
1781723366,36.4,35.0,8.06
1781723371,36.2,35.0,8.06
1781723376,36.1,35.0,8.09
1781723381,36.0,34.0,8.05
1781723386,36.0,35.0,8.06
1781723391,35.9,34.0,9.00
1781723396,35.8,34.0,8.08
1781723401,35.9,35.0,9.03
1781723406,35.9,34.0,8.05
1781723411,35.8,34.0,8.09
1781723416,35.8,34.0,9.06
1781723421,35.8,34.0,9.03
1781723426,35.8,34.0,8.07
1781723431,35.6,34.0,8.08
1781723436,35.5,34.0,8.07
1781723441,35.5,34.0,9.00
1781723446,35.6,34.0,9.01
1781723451,35.4,34.0,8.02
1781723456,35.4,34.0,8.03
1781723461,35.4,34.0,8.09
1781723466,35.4,34.0,8.09
1781723471,35.4,34.0,8.09
1781723476,35.4,34.0,9.06
1781723481,35.2,34.0,8.05
1781723486,35.1,34.0,9.04
1781723491,35.0,34.0,8.06
1781723496,35.0,34.0,9.01
1781723501,34.9,34.0,8.01
1781723506,34.9,33.0,9.03
1781723511,34.9,33.0,8.08
1781723517,34.9,33.0,8.07
1781723522,35.0,33.0,8.09
1781723527,34.9,33.0,8.07
1781723532,34.9,34.0,9.01
1781723537,34.9,34.0,9.05
1781723542,34.9,33.0,8.08
1781723547,34.8,33.0,8.07
1781723552,34.8,33.0,8.02
1781723557,34.8,33.0,8.04
1781723562,34.8,33.0,8.06
1781723567,34.8,33.0,8.08
1781723572,34.8,33.0,7.08
1781723577,34.8,33.0,8.10
1781723582,34.9,33.0,8.07
1781723587,34.9,33.0,9.02
1781723592,34.9,33.0,8.03
1781723597,34.8,33.0,8.08
1781723602,34.9,33.0,8.04
1781723607,34.6,33.0,9.00
1781723612,34.6,33.0,8.05
1781723617,34.6,33.0,8.04
1781723622,34.5,33.0,8.03
1781723627,34.5,33.0,8.04
1781723632,34.8,33.0,10.09
1781723637,35.1,33.0,14.06
1781723642,35.4,34.0,14.06
1781723647,35.6,34.0,15.04
1781723652,35.8,34.0,14.09
1781723657,35.9,34.0,11.09
1781723662,36.0,34.0,12.01
1781723667,36.1,34.0,12.02
1781723672,36.2,34.0,9.05
1781723678,36.2,34.0,9.01
1781723683,36.4,35.0,9.03
1781723688,36.4,34.0,8.08
1781723693,36.4,34.0,8.02
1781723698,36.6,35.0,8.01
1781723703,36.6,35.0,8.05
1781723708,36.8,35.0,8.03
1781723713,37.0,35.0,8.09
1781723718,37.1,35.0,8.00
1781723723,37.2,36.0,7.09
1781723728,37.2,35.0,8.01
1781723733,37.2,36.0,8.00
1781723738,37.5,36.0,8.01
1781723743,37.6,36.0,8.06
1781723748,37.8,36.0,8.05
1781723753,37.8,36.0,8.06
1781723758,37.9,36.0,7.09
1781723763,38.0,37.0,8.03
1781723768,38.1,36.0,8.01
1781723773,38.1,36.0,9.00
1781723778,38.2,37.0,9.03
1781723783,38.2,37.0,8.00
1781723788,38.2,37.0,8.03
1781723793,38.2,37.0,8.00
1781723798,38.4,37.0,8.04
1781723803,38.4,37.0,8.06
1781723808,38.6,37.0,8.04
1781723813,38.5,37.0,8.06
1781723818,38.5,37.0,8.01
1781723823,38.6,37.0,8.07
1781723828,38.6,37.0,8.04
1781723833,38.8,38.0,8.06
1781723839,39.0,38.0,8.04
1781723844,39.1,37.0,8.02
1781723849,39.0,38.0,8.08
1781723854,39.0,38.0,8.07
1781723859,39.1,38.0,7.06
1781723864,39.2,38.0,9.00
1781723869,39.2,38.0,9.05
1781723874,39.5,38.0,9.00
1781723879,39.2,38.0,8.08
1781723884,39.5,39.0,9.00
1781723889,39.5,39.0,8.05
1781723894,39.6,39.0,9.01
1781723899,39.6,38.0,9.00
1781723904,39.6,39.0,8.05
1781723909,39.9,39.0,8.03
1781723914,39.9,39.0,8.06
1781723919,40.0,39.0,8.06
