ts,soc_tctl_C,igpu_edge_C,igpu_power_W
1781712385,41.1,39.0,21.00
1781712390,41.5,39.0,22.08
1781712395,41.6,39.0,23.09
1781712400,41.8,39.0,21.02
1781712406,41.9,40.0,20.09
1781712411,42.2,40.0,22.03
1781712416,43.9,40.0,24.03
1781712421,43.0,41.0,20.09
1781712426,43.9,42.0,21.05
1781712431,43.6,42.0,21.01
1781712436,43.8,41.0,20.03
1781712441,43.6,41.0,20.10
1781712446,43.4,40.0,22.07
1781712451,43.2,40.0,23.00
1781712456,43.1,40.0,22.08
1781712461,43.1,40.0,23.04
1781712466,42.8,40.0,21.09
1781712471,42.8,40.0,21.05
1781712476,42.5,40.0,23.01
1781712481,42.5,40.0,22.04
1781712486,42.4,39.0,22.04
1781712491,42.4,40.0,22.09
1781712496,42.1,39.0,21.10
1781712501,42.2,40.0,22.00
1781712506,42.4,39.0,23.02
1781712511,42.0,39.0,22.03
1781712516,42.1,40.0,22.05
1781712521,41.8,40.0,22.09
1781712526,41.9,40.0,21.07
1781712531,42.6,40.0,22.05
1781712536,42.6,40.0,20.09
1781712541,43.1,40.0,20.02
1781712546,43.1,41.0,20.05
1781712551,43.4,41.0,20.02
1781712556,43.6,41.0,20.06
1781712561,43.5,40.0,20.02
1781712566,43.4,40.0,19.07
1781712571,44.2,41.0,23.07
1781712576,43.2,40.0,20.10
1781712577,43.1,40.0,22.01
1781712581,42.9,40.0,22.04
1781712582,42.9,40.0,22.04
1781712586,43.1,40.0,23.08
1781712587,43.6,40.0,25.02
1781712591,42.8,40.0,21.08
1781712592,42.8,40.0,21.09
1781712596,42.5,40.0,21.08
1781712597,42.4,40.0,22.02
1781712601,42.6,40.0,21.05
1781712602,42.5,40.0,21.06
1781712606,43.1,40.0,24.04
1781712607,43.2,40.0,24.01
1781712611,42.2,39.0,21.01
1781712612,42.1,40.0,20.08
1781712616,42.5,39.0,20.09
1781712617,42.2,39.0,20.08
1781712621,42.1,39.0,22.04
1781712622,42.8,39.0,23.02
1781712626,41.9,39.0,20.04
1781712627,41.9,39.0,20.03
1781712631,42.1,39.0,21.03
1781712632,42.0,39.0,20.09
1781712636,41.6,39.0,20.07
1781712637,41.8,39.0,21.00
1781712641,41.8,39.0,20.05
1781712642,41.6,38.0,20.04
1781712646,41.4,39.0,21.03
1781712647,41.4,38.0,21.01
1781712651,41.5,38.0,21.10
1781712652,42.1,39.0,22.08
1781712656,41.4,39.0,20.05
1781712657,41.4,39.0,20.07
1781712661,42.1,39.0,23.08
1781712662,41.9,39.0,21.10
1781712666,41.1,38.0,20.08
1781712667,41.1,39.0,20.06
1781712671,41.0,39.0,20.06
1781712672,41.0,38.0,20.04
1781712676,41.4,38.0,20.08
1781712677,41.2,39.0,20.02
1781712681,41.0,38.0,19.09
1781712682,40.9,38.0,20.00
1781712686,41.5,38.0,20.07
1781712687,41.5,39.0,21.06
1781712691,41.2,38.0,20.05
1781712692,41.1,39.0,20.03
1781712696,41.2,38.0,20.07
1781712697,41.1,39.0,20.07
1781712701,41.1,40.0,21.04
1781712702,41.8,38.0,22.09
1781712706,41.4,39.0,20.04
1781712707,41.4,39.0,20.05
1781712711,42.2,39.0,23.04
1781712712,42.0,39.0,21.02
1781712716,42.0,39.0,20.06
1781712717,42.1,40.0,20.05
1781712721,42.6,40.0,22.02
1781712722,42.9,40.0,22.02
1781712726,42.8,40.0,20.05
1781712727,42.8,40.0,20.06
1781712731,43.6,41.0,22.05
1781712732,43.8,41.0,22.01
1781712736,43.4,41.0,20.01
1781712737,43.5,42.0,20.01
1781712741,43.6,42.0,19.09
1781712743,43.8,41.0,19.07
1781712746,44.1,41.0,20.04
1781712748,44.0,41.0,20.02
1781712751,44.0,41.0,21.06
1781712753,44.5,41.0,22.07
1781712756,44.0,41.0,20.06
1781712758,43.9,41.0,20.09
1781712761,43.6,41.0,20.08
1781712763,43.6,41.0,22.00
1781712766,43.5,41.0,21.02
1781712768,43.6,41.0,22.07
1781712771,43.9,40.0,21.10
1781712773,43.8,41.0,23.03
1781712776,43.5,40.0,21.04
1781712778,43.2,40.0,21.03
1781712781,43.1,40.0,22.06
1781712783,43.9,40.0,24.08
1781712786,43.2,40.0,23.02
1781712788,43.6,40.0,23.01
1781712791,42.8,40.0,20.04
1781712793,42.5,40.0,20.05
1781712796,42.4,39.0,20.05
1781712798,42.2,40.0,21.02
1781712801,42.9,39.0,21.03
1781712803,42.5,40.0,21.08
1781712806,42.5,40.0,20.10
1781712808,42.2,39.0,20.05
1781712811,42.1,39.0,21.02
1781712813,43.0,39.0,24.01
1781712816,42.2,40.0,20.07
1781712818,42.0,39.0,20.05
1781712821,42.4,39.0,20.05
1781712823,42.0,39.0,20.02
1781712826,45.6,39.0,24.04
1781712828,45.1,40.0,25.02
1781712831,44.2,40.0,22.09
1781712833,44.1,40.0,23.04
1781712836,44.5,40.0,23.02
1781712838,44.8,40.0,25.02
1781712841,44.8,40.0,25.00
1781712843,44.4,39.0,22.06
1781712846,44.4,40.0,22.09
1781712848,42.9,39.0,19.03
1781712851,42.1,39.0,19.08
1781712853,43.4,40.0,23.05
1781712856,44.0,39.0,23.06
1781712858,42.2,39.0,17.09
1781712861,42.6,39.0,22.08
1781712863,42.1,39.0,20.06
1781712866,41.5,39.0,19.09
1781712868,41.4,39.0,20.03
1781712871,41.2,39.0,20.05
1781712873,41.2,39.0,20.05
1781712876,42.1,38.0,23.03
1781712878,41.8,39.0,21.04
1781712881,41.2,39.0,20.05
1781712883,41.1,38.0,22.02
1781712886,41.2,39.0,21.03
1781712888,41.1,38.0,21.03
1781712891,41.1,38.0,20.10
1781712893,41.1,39.0,22.00
1781712896,41.1,38.0,21.01
1781712898,41.2,39.0,22.01
1781712902,41.0,39.0,20.05
1781712903,41.0,39.0,20.05
1781712907,40.9,38.0,20.05
1781712908,40.8,38.0,20.08
1781712912,40.8,38.0,20.09
1781712914,40.8,38.0,20.09
1781712917,40.8,38.0,20.07
1781712919,40.9,39.0,21.08
1781712922,40.8,38.0,20.07
1781712924,40.8,38.0,20.05
1781712927,40.8,39.0,20.07
1781712929,40.6,38.0,20.01
1781712932,40.5,38.0,20.02
1781712934,40.6,38.0,20.03
1781712937,40.5,38.0,20.05
1781712939,40.8,38.0,21.02
1781712942,40.5,38.0,20.01
1781712944,40.5,38.0,20.02
1781712947,40.5,38.0,20.06
1781712949,40.6,38.0,20.08
1781712952,40.5,38.0,20.01
1781712954,41.6,38.0,23.04
1781712957,40.8,38.0,20.06
1781712959,40.5,38.0,20.03
1781712962,40.4,38.0,20.03
1781712964,40.2,37.0,20.05
1781712967,40.2,38.0,20.04
1781712969,40.2,38.0,20.05
1781712972,40.1,38.0,20.04
1781712974,40.1,38.0,20.01
1781712977,40.1,37.0,20.06
1781712979,41.2,38.0,22.06
1781712982,40.4,38.0,20.02
1781712984,40.2,38.0,20.05
1781712987,40.1,38.0,20.06
1781712989,40.1,38.0,20.06
1781712992,41.2,37.0,22.06
1781712994,40.5,38.0,20.09
1781712997,40.2,38.0,20.09
1781712999,41.0,38.0,23.06
1781713002,40.5,38.0,20.06
1781713004,40.4,38.0,20.06
1781713007,40.2,38.0,21.00
1781713009,40.1,38.0,20.05
1781713012,41.1,38.0,22.09
1781713014,40.5,37.0,20.08
1781713017,40.2,37.0,20.02
1781713019,40.1,38.0,20.02
1781713022,40.1,37.0,20.05
1781713024,40.8,38.0,22.03
1781713027,40.2,38.0,20.05
1781713029,40.2,37.0,20.06
1781713032,40.1,37.0,20.01
1781713034,41.2,37.0,23.03
1781713037,40.6,38.0,20.01
1781713039,41.1,37.0,22.05
1781713042,40.5,38.0,20.01
1781713044,40.1,37.0,19.05
1781713047,40.4,38.0,21.04
1781713049,40.4,38.0,20.03
1781713052,40.2,38.0,20.02
1781713054,40.1,37.0,20.01
1781713057,40.1,38.0,20.01
1781713059,40.5,37.0,20.09
1781713062,40.2,37.0,20.05
1781713064,40.1,38.0,20.06
1781713067,40.2,38.0,21.07
1781713069,41.0,38.0,22.02
1781713072,40.2,37.0,20.05
1781713074,40.1,38.0,20.05
1781713077,40.0,38.0,20.02
1781713079,40.0,38.0,20.02
1781713082,39.9,38.0,20.03
1781713085,40.8,37.0,21.07
1781713087,40.1,38.0,20.07
1781713090,40.0,38.0,20.07
1781713092,40.8,39.0,23.02
1781713095,40.6,37.0,21.03
1781713097,40.1,38.0,20.05
1781713100,40.1,37.0,21.00
1781713102,40.1,38.0,21.00
1781713105,41.4,38.0,23.07
1781713107,40.6,38.0,20.08
1781713110,40.5,38.0,20.09
1781713112,40.6,39.0,20.05
1781713115,40.9,38.0,20.07
1781713117,42.2,40.0,24.00
1781713120,41.6,39.0,20.05
1781713122,41.4,39.0,19.07
1781713125,41.6,39.0,20.04
1781713127,41.8,39.0,20.03
1781713130,41.9,40.0,20.04
1781713132,42.1,40.0,20.01
1781713135,42.2,40.0,20.03
1781713137,42.4,40.0,20.02
1781713140,42.6,40.0,20.02
1781713142,42.8,41.0,20.01
1781713145,43.0,41.0,20.01
1781713147,43.8,40.0,23.01
1781713150,43.8,41.0,21.01
1781713152,43.5,41.0,20.06
1781713155,43.5,41.0,20.03
1781713157,43.6,41.0,19.08
1781713160,44.8,41.0,22.03
1781713162,44.5,42.0,20.02
1781713165,44.0,41.0,20.00
1781713167,43.9,41.0,20.01
1781713170,43.8,41.0,20.01
1781713172,43.6,41.0,20.01
1781713175,43.4,40.0,20.00
1781713177,43.2,40.0,20.02
1781713180,43.1,40.0,20.04
1781713182,43.0,40.0,20.04
1781713185,42.9,40.0,20.04
1781713187,42.8,40.0,19.07
1781713190,42.6,40.0,19.10
1781713192,42.5,40.0,20.04
1781713195,42.4,39.0,19.05
1781713197,42.2,40.0,20.01
1781713200,42.1,40.0,20.04
1781713202,42.1,39.0,20.07
1781713205,43.1,39.0,24.09
1781713207,42.9,40.0,21.07
1781713210,42.1,39.0,20.04
1781713212,42.0,39.0,20.02
1781713215,41.8,39.0,20.09
1781713217,42.2,39.0,23.01
1781713220,42.2,39.0,20.08
1781713222,41.9,39.0,20.05
1781713225,41.5,39.0,20.06
1781713227,41.8,39.0,22.05
1781713230,41.9,38.0,20.04
1781713232,41.5,39.0,20.03
1781713235,41.4,40.0,21.01
1781713237,42.4,40.0,23.07
1781713240,41.5,39.0,20.05
1781713242,41.6,38.0,22.06
1781713245,41.5,39.0,20.07
1781713247,41.4,39.0,20.06
1781713251,41.6,38.0,22.01
1781713252,42.2,39.0,22.05
1781713256,41.2,39.0,19.08
1781713257,41.1,39.0,19.05
1781713261,42.0,39.0,23.08
1781713262,41.5,38.0,20.08
1781713266,41.0,38.0,20.02
1781713267,41.8,39.0,23.03
1781713271,41.2,38.0,20.02
1781713272,42.0,39.0,23.00
1781713276,41.1,39.0,20.07
1781713277,41.0,38.0,20.04
1781713281,40.8,38.0,20.04
1781713282,40.8,38.0,20.04
1781713286,41.2,38.0,21.07
1781713287,46.0,40.0,38.07
1781713291,44.1,39.0,23.10
1781713292,42.8,39.0,22.08
1781713296,41.4,38.0,20.07
1781713297,42.0,38.0,22.09
1781713301,41.4,39.0,20.08
1781713302,41.1,38.0,20.05
1781713306,41.9,39.0,22.07
1781713307,41.4,38.0,20.08
1781713311,40.9,38.0,20.08
1781713312,41.8,38.0,23.06
1781713316,41.1,39.0,20.05
1781713317,41.0,39.0,20.02
1781713321,40.8,39.0,20.05
1781713322,40.8,38.0,20.04
1781713326,40.8,38.0,20.07
1781713327,40.8,38.0,21.04
1781713331,41.1,38.0,20.09
1781713332,40.9,38.0,20.04
1781713336,40.6,38.0,20.05
1781713337,40.5,38.0,20.02
1781713341,41.1,38.0,21.09
1781713342,40.8,37.0,20.05
1781713346,40.4,38.0,20.04
1781713347,40.4,38.0,20.04
1781713351,40.4,38.0,20.03
1781713352,40.4,38.0,20.01
1781713356,40.6,38.0,22.07
1781713358,40.8,37.0,20.09
1781713361,40.2,38.0,20.03
1781713363,40.2,38.0,20.03
1781713366,40.4,38.0,20.06
1781713368,40.2,38.0,20.05
1781713371,40.8,37.0,21.00
1781713373,40.5,37.0,22.00
1781713376,59.6,40.0,43.07
1781713378,60.9,39.0,38.06
1781713381,52.2,39.0,30.06
1781713383,47.6,39.0,27.07
1781713386,42.0,38.0,20.02
1781713388,41.4,38.0,19.09
1781713391,40.6,38.0,20.04
1781713393,40.9,38.0,22.01
1781713396,40.8,38.0,20.07
1781713398,40.6,38.0,20.08
1781713401,40.5,38.0,20.06
1781713403,41.0,38.0,23.01
1781713406,40.5,38.0,20.08
1781713408,40.5,38.0,20.05
1781713411,40.9,38.0,21.07
1781713413,40.6,38.0,20.10
1781713417,41.4,38.0,23.04
1781713418,41.1,38.0,21.07
1781713422,40.2,38.0,20.04
1781713423,40.2,38.0,20.03
1781713427,40.9,38.0,22.09
1781713428,40.5,38.0,21.03
1781713432,40.2,37.0,21.02
1781713433,40.9,38.0,23.03
1781713437,40.4,38.0,20.09
1781713438,40.2,37.0,20.07
1781713442,40.0,37.0,20.03
1781713443,40.0,37.0,20.05
1781713447,39.9,37.0,20.02
1781713448,39.9,37.0,20.03
1781713452,41.2,37.0,23.05
1781713453,40.8,37.0,21.05
1781713457,40.0,37.0,20.05
1781713458,39.9,37.0,20.04
1781713462,40.6,38.0,23.02
1781713463,40.8,37.0,22.05
1781713467,39.9,37.0,20.02
1781713468,39.9,37.0,20.02
1781713472,40.5,37.0,22.02
1781713473,40.2,37.0,20.09
1781713477,39.8,37.0,20.04
1781713478,39.8,37.0,20.07
1781713482,40.2,37.0,21.09
1781713483,40.1,37.0,21.01
1781713487,39.8,37.0,20.07
1781713488,39.8,37.0,20.07
1781713492,39.8,37.0,21.06
1781713493,40.1,37.0,22.07
1781713497,39.8,37.0,21.00
1781713498,39.8,38.0,21.07
1781713502,39.8,37.0,21.04
1781713503,39.8,36.0,20.09
1781713507,39.9,37.0,20.09
1781713508,39.8,37.0,20.04
1781713512,39.8,37.0,20.05
1781713513,39.8,37.0,20.05
1781713517,39.8,37.0,20.08
1781713518,39.6,37.0,20.06
1781713522,39.6,37.0,20.05
1781713523,39.6,37.0,20.05
1781713527,39.5,37.0,20.06
1781713528,39.5,37.0,20.04
1781713532,40.2,37.0,22.02
1781713533,40.1,37.0,21.03
1781713537,39.5,37.0,20.08
1781713538,39.5,37.0,20.05
1781713542,39.4,37.0,20.03
1781713543,39.4,37.0,20.03
1781713547,39.9,37.0,20.07
1781713548,39.8,37.0,20.05
1781713552,39.4,37.0,20.02
1781713553,39.4,36.0,20.02
1781713557,40.0,37.0,21.02
1781713558,39.8,37.0,20.07
1781713562,39.6,37.0,22.06
1781713563,40.0,37.0,23.04
1781713567,39.5,37.0,20.03
1781713568,39.5,37.0,20.03
1781713572,40.4,37.0,21.09
1781713573,40.1,36.0,21.04
1781713577,39.2,37.0,20.02
1781713578,39.2,37.0,20.02
1781713582,39.1,36.0,19.08
1781713583,39.1,36.0,19.09
1781713588,39.6,37.0,20.05
1781713588,39.5,37.0,20.05
1781713593,39.2,37.0,20.06
1781713593,39.2,37.0,20.06
1781713598,39.6,37.0,21.06
1781713598,39.5,37.0,21.05
1781713603,39.8,36.0,23.06
1781713603,40.0,37.0,24.00
1781713608,39.4,36.0,20.02
1781713608,39.2,36.0,20.08
1781713613,39.4,36.0,20.01
1781713613,39.4,36.0,20.02
1781713618,39.9,37.0,23.04
1781713618,39.9,37.0,22.05
1781713623,39.2,36.0,20.04
1781713623,39.2,37.0,20.04
1781713628,40.4,37.0,22.01
1781713628,40.1,37.0,21.05
1781713633,39.4,37.0,20.03
1781713633,39.4,37.0,20.02
1781713638,39.2,37.0,20.02
1781713638,39.2,36.0,20.02
1781713643,39.1,36.0,20.04
1781713643,39.1,36.0,20.03
1781713648,39.1,37.0,20.02
1781713648,39.2,37.0,20.03
1781713653,39.1,36.0,20.02
1781713653,39.1,37.0,20.03
1781713658,39.4,37.0,21.07
1781713658,39.5,37.0,22.00
1781713663,39.5,37.0,20.03
1781713663,39.5,37.0,20.03
1781713668,39.2,37.0,20.06
1781713668,39.2,36.0,20.06
1781713673,39.4,37.0,20.07
1781713673,39.4,36.0,20.07
1781713678,39.2,36.0,20.01
1781713678,39.2,37.0,20.02
1781713683,39.2,37.0,20.05
1781713683,39.2,37.0,20.06
1781713688,39.4,37.0,20.07
1781713688,39.4,37.0,20.08
1781713693,39.2,36.0,21.07
1781713693,39.2,36.0,21.10
1781713698,39.5,37.0,21.02
1781713698,39.5,37.0,21.03
1781713703,39.1,37.0,20.04
1781713703,39.1,37.0,20.04
1781713708,39.0,36.0,20.01
1781713708,39.0,37.0,20.02
1781713713,39.0,37.0,20.02
1781713713,39.0,37.0,20.02
1781713718,40.0,37.0,22.03
1781713718,40.0,37.0,22.03
1781713723,39.2,36.0,19.07
1781713723,39.2,36.0,19.08
1781713728,39.5,37.0,21.02
1781713728,39.5,37.0,21.05
1781713733,39.6,37.0,19.09
1781713733,39.6,37.0,20.00
1781713738,40.4,37.0,21.01
1781713738,40.4,38.0,21.01
1781713743,40.1,38.0,20.01
1781713743,40.1,38.0,20.03
1781713748,40.9,39.0,20.06
1781713748,40.9,38.0,20.07
1781713753,41.5,39.0,21.02
1781713753,41.5,39.0,21.02
1781713758,41.5,39.0,22.01
1781713759,41.6,39.0,22.03
1781713763,41.8,39.0,20.01
1781713764,41.8,39.0,20.02
1781713768,41.9,40.0,20.06
1781713769,41.9,40.0,20.07
1781713773,42.2,40.0,20.06
1781713774,42.2,40.0,20.06
1781713778,43.5,41.0,23.07
1781713779,43.6,40.0,24.00
1781713783,43.0,40.0,20.09
1781713784,43.0,40.0,20.09
1781713788,43.6,41.0,21.04
1781713789,43.6,41.0,21.05
1781713793,44.4,41.0,23.00
1781713794,44.2,41.0,22.07
1781713798,43.8,41.0,20.10
1781713799,43.8,41.0,21.02
1781713803,44.0,41.0,21.04
1781713804,43.9,41.0,21.04
1781713808,43.4,40.0,20.06
1781713809,43.2,41.0,20.07
1781713813,43.0,40.0,20.08
1781713814,43.0,41.0,20.09
1781713819,43.4,40.0,23.05
1781713819,43.4,40.0,22.08
1781713824,42.6,40.0,20.05
1781713824,42.5,40.0,20.05
1781713829,42.8,40.0,20.05
1781713829,42.6,40.0,20.05
1781713834,42.5,40.0,20.08
1781713834,42.4,39.0,20.08
1781713839,42.6,40.0,22.10
1781713839,42.9,39.0,23.04
1781713844,42.0,39.0,20.01
1781713844,41.9,39.0,20.04
1781713849,42.1,39.0,22.03
1781713849,42.4,40.0,22.09
1781713854,41.6,39.0,20.04
1781713854,41.6,39.0,20.04
1781713859,41.6,39.0,19.10
1781713859,41.6,39.0,20.00
1781713864,41.1,39.0,20.03
1781713864,41.2,39.0,20.04
1781713869,41.1,39.0,20.06
1781713869,41.1,38.0,20.08
1781713874,40.9,38.0,20.00
1781713874,40.9,39.0,19.10
1781713879,41.1,39.0,20.09
1781713879,41.0,38.0,20.09
1781713884,41.4,39.0,23.05
1781713884,41.6,38.0,23.07
1781713889,41.0,38.0,20.09
1781713889,40.9,38.0,21.01
1781713894,40.6,38.0,20.09
1781713894,40.6,38.0,21.01
1781713899,40.5,38.0,19.08
1781713899,40.5,38.0,19.09
1781713904,40.8,38.0,21.05
1781713904,40.8,38.0,21.01
1781713909,40.5,38.0,20.06
1781713909,40.5,38.0,20.05
1781713914,41.5,38.0,22.03
1781713914,41.2,38.0,20.09
1781713919,40.4,38.0,19.09
1781713919,40.4,38.0,20.02
1781713924,40.4,38.0,20.00
1781713925,40.4,38.0,20.01
1781713929,40.9,38.0,20.07
1781713930,40.6,38.0,20.03
1781713934,40.2,38.0,20.02
1781713935,40.2,38.0,20.06
1781713939,41.5,39.0,23.02
1781713940,41.1,37.0,21.01
1781713944,41.4,37.0,22.08
1781713945,41.0,38.0,21.04
1781713949,40.2,37.0,19.08
1781713950,40.4,38.0,21.04
1781713954,40.1,38.0,20.02
1781713955,40.1,37.0,20.03
1781713959,40.1,38.0,21.04
1781713960,40.2,38.0,20.07
1781713964,40.2,37.0,21.03
1781713965,40.4,38.0,20.10
1781713969,40.1,38.0,20.03
1781713970,40.1,37.0,20.01
1781713974,40.2,37.0,19.10
1781713975,40.2,38.0,20.03
1781713979,40.9,38.0,21.05
1781713980,40.6,38.0,21.01
1781713984,40.4,38.0,20.05
1781713985,40.4,39.0,20.01
1781713989,40.6,38.0,20.08
1781713990,40.8,38.0,20.08
1781713994,40.9,39.0,20.05
1781713995,41.4,39.0,21.09
1781713999,41.5,39.0,20.01
1781714000,41.5,39.0,20.00
1781714004,42.8,40.0,21.06
1781714005,42.5,40.0,20.04
1781714009,42.2,40.0,19.10
1781714010,42.2,40.0,19.10
1781714014,43.1,40.0,23.00
1781714015,43.5,40.0,23.01
1781714019,43.0,40.0,20.05
1781714020,43.0,40.0,20.02
1781714024,43.2,40.0,21.01
1781714025,44.0,41.0,22.06
1781714029,43.5,41.0,20.07
1781714030,43.5,41.0,20.05
1781714034,43.8,41.0,20.04
1781714035,43.8,41.0,21.01
1781714039,44.0,40.0,20.09
1781714040,43.8,41.0,20.05
1781714044,43.5,40.0,19.09
1781714045,43.4,41.0,19.09
1781714049,44.0,40.0,21.05
1781714050,43.5,40.0,20.10
1781714054,43.0,40.0,20.07
1781714055,42.9,40.0,20.07
1781714059,42.6,40.0,20.06
1781714060,42.5,40.0,20.06
1781714064,42.4,40.0,20.04
1781714065,42.4,40.0,20.04
1781714069,43.0,40.0,22.09
1781714070,43.4,40.0,22.04
1781714074,42.2,40.0,20.03
1781714075,42.2,40.0,20.05
1781714079,42.6,40.0,23.02
1781714080,43.0,40.0,23.02
1781714084,41.9,39.0,20.08
1781714085,41.8,39.0,20.09
1781714089,41.6,39.0,20.02
1781714090,41.5,39.0,20.03
1781714094,42.5,39.0,23.08
1781714096,42.0,39.0,21.04
1781714099,41.4,39.0,19.08
1781714101,41.4,39.0,20.04
1781714104,42.2,39.0,22.00
1781714106,41.8,39.0,20.08
1781714109,42.2,39.0,22.06
1781714111,41.8,38.0,20.06
1781714114,41.2,39.0,20.01
1781714116,41.1,38.0,20.00
1781714119,41.6,38.0,22.02
1781714121,41.9,39.0,21.06
1781714124,41.0,38.0,20.02
1781714126,40.9,39.0,20.06
1781714129,41.5,38.0,22.05
1781714131,41.1,38.0,20.06
1781714134,41.0,38.0,21.05
1781714136,41.2,39.0,20.09
1781714139,40.8,38.0,20.01
1781714141,40.8,38.0,20.03
1781714144,40.8,38.0,20.05
1781714146,40.8,39.0,21.01
1781714149,40.9,38.0,20.09
1781714151,40.6,38.0,20.05
1781714154,40.5,38.0,20.01
1781714156,40.5,39.0,21.03
1781714159,40.6,38.0,20.07
1781714161,40.6,38.0,21.01
1781714164,40.5,39.0,20.07
1781714166,40.4,38.0,21.04
1781714169,40.6,38.0,21.04
1781714171,40.6,38.0,21.05
1781714174,40.8,38.0,21.05
1781714176,40.5,38.0,21.02
1781714179,40.5,38.0,21.01
1781714181,40.5,38.0,20.06
1781714184,40.5,38.0,20.03
1781714186,40.4,38.0,20.02
1781714189,40.6,38.0,21.09
1781714191,41.2,38.0,21.09
1781714194,40.5,38.0,20.06
1781714196,40.4,37.0,20.04
1781714199,40.9,38.0,21.04
1781714201,40.6,38.0,20.07
1781714204,40.8,38.0,22.04
1781714206,41.0,38.0,21.10
1781714209,40.4,37.0,20.06
1781714211,40.2,38.0,20.05
1781714214,40.1,38.0,20.09
1781714216,40.9,37.0,22.03
1781714219,40.2,38.0,20.03
1781714221,40.1,38.0,20.01
1781714224,41.0,38.0,22.10
1781714226,40.6,38.0,21.00
1781714229,40.1,37.0,20.05
1781714231,40.1,38.0,20.06
1781714234,39.9,37.0,20.03
1781714236,39.9,37.0,20.01
1781714239,39.9,38.0,19.06
1781714241,39.8,37.0,20.02
1781714244,39.8,37.0,19.07
1781714246,40.5,37.0,22.03
1781714249,39.9,37.0,19.09
1781714251,39.9,37.0,20.03
1781714254,40.2,37.0,22.06
1781714256,40.6,37.0,22.03
1781714259,39.9,38.0,19.05
1781714262,39.8,38.0,20.02
1781714264,39.8,37.0,19.08
1781714267,40.5,37.0,23.08
1781714270,40.1,37.0,20.03
1781714272,39.9,38.0,20.01
1781714275,39.8,37.0,20.04
1781714277,39.8,37.0,20.05
1781714280,41.0,37.0,24.02
1781714282,40.4,37.0,20.08
1781714285,39.9,38.0,20.02
1781714287,39.9,37.0,20.05
1781714290,40.0,38.0,22.04
1781714292,40.4,37.0,21.06
1781714295,39.8,37.0,20.02
1781714297,40.4,37.0,22.09
1781714300,39.9,38.0,20.06
1781714302,39.8,37.0,20.07
1781714305,40.4,38.0,22.07
1781714307,40.0,38.0,20.07
1781714310,39.8,37.0,20.01
1781714312,39.8,37.0,21.00
1781714315,40.1,37.0,21.00
1781714317,39.8,37.0,20.05
1781714320,40.1,37.0,21.03
1781714322,39.9,37.0,20.08
1781714325,39.8,37.0,20.01
1781714327,40.4,37.0,22.00
1781714330,39.9,37.0,20.03
1781714332,39.6,37.0,19.08
1781714335,39.6,37.0,20.00
1781714337,39.8,37.0,20.06
1781714340,39.6,37.0,20.05
1781714342,39.6,37.0,20.07
1781714345,39.8,37.0,20.07
1781714347,40.2,37.0,23.01
1781714350,39.8,37.0,20.07
1781714352,39.6,37.0,20.07
1781714355,39.6,38.0,21.01
1781714357,40.9,38.0,24.05
1781714360,40.0,37.0,20.08
1781714362,39.8,37.0,20.01
1781714365,39.6,37.0,20.05
1781714367,39.5,37.0,20.07
1781714370,39.5,37.0,20.05
1781714372,39.5,37.0,20.04
1781714375,39.5,36.0,20.05
1781714377,39.5,37.0,19.08
1781714380,39.5,37.0,20.03
1781714382,39.5,37.0,20.01
1781714385,39.5,37.0,20.02
1781714387,39.5,37.0,20.02
1781714390,39.5,37.0,20.02
1781714392,39.5,37.0,19.09
1781714395,39.5,37.0,20.00
1781714397,40.5,37.0,22.07
1781714400,40.0,37.0,20.03
1781714402,39.6,37.0,20.04
1781714405,39.5,37.0,20.03
1781714407,40.5,37.0,23.08
1781714410,39.9,37.0,20.04
1781714412,39.6,37.0,20.00
1781714415,39.6,37.0,19.05
1781714417,40.5,37.0,22.08
1781714420,39.9,37.0,20.01
1781714422,39.6,37.0,20.01
1781714425,39.5,37.0,20.04
1781714427,40.0,37.0,22.02
1781714430,39.6,37.0,20.08
1781714433,39.5,37.0,20.06
1781714435,39.6,37.0,22.03
1781714438,39.6,37.0,20.08
1781714440,39.4,36.0,20.06
1781714443,40.1,37.0,22.05
1781714445,39.6,37.0,20.04
1781714448,39.4,37.0,20.02
1781714450,40.1,37.0,23.03
1781714453,39.6,37.0,21.01
1781714455,39.4,37.0,20.09
1781714458,40.4,37.0,23.05
1781714460,39.9,37.0,20.07
1781714463,39.5,37.0,20.03
1781714465,39.4,37.0,19.09
1781714468,39.2,36.0,20.00
1781714470,39.4,37.0,20.04
1781714473,39.4,37.0,20.01
1781714475,39.8,38.0,22.07
1781714478,40.0,37.0,21.06
1781714480,39.6,37.0,20.07
1781714483,39.6,37.0,20.06
1781714485,44.8,37.0,28.09
1781714488,42.5,37.0,24.06
1781714490,42.1,37.0,22.02
1781714493,42.1,37.0,23.03
1781714495,42.2,38.0,23.09
1781714498,42.4,38.0,22.03
1781714500,43.0,39.0,25.04
1781714503,43.1,39.0,23.05
1781714505,43.6,39.0,25.04
1781714508,43.8,39.0,24.09
1781714510,43.9,39.0,23.05
1781714513,42.5,38.0,19.03
1781714515,41.2,38.0,17.02
1781714518,40.2,38.0,15.06
1781714523,39.8,38.0,13.10
1781714528,39.1,38.0,13.06
1781714533,38.8,37.0,9.02
1781714538,38.2,36.0,9.01
1781714543,37.9,36.0,12.08
1781714548,37.8,36.0,14.00
1781714553,37.5,36.0,13.06
1781714558,37.2,36.0,12.09
